minute;gpm;total_periodic_gold;cum_periodic_gold;melee_num;ranged_num;siege_num;flagbearer_num;melee_gold;ranged_gold;siege_gold;flagbearer_gold;melee;ranged;siege;flagbearer;total_lane_gold;cum_lane_gold;small_num;medium_num;large_num;ancient_num;small_gold;medium_gold;large_gold;ancient_gold;small;medium;large;ancient;total_neutrals_gold;cum_neutrals_gold;bounty_gold;bounty_num;total_bounty_gold;cum_bounty_gold;total_tormentor_gold;cum_tormentor_gold;total_gold;cum_total_gold
90.0;129.0;322.5;46742.0;5.0;2;2.0;1.0;37;84;66;83;185.0;168;132.0;83.0;1704.0;177702.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;248400.0;198;2.0;1980.0;35630.0;3300;26400;10066.5;534874.0
90.5;129.0;322.5;47064.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;178872.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248400.0;198;0.0;0.0;35630.0;0;26400;1492.5;536366.5
91.0;129.0;322.5;47387.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;180180.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;251160.0;198;0.0;0.0;35630.0;0;26400;4390.5;540757.0
91.5;129.0;322.5;47709.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;181350.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251160.0;198;0.0;0.0;35630.0;0;26400;1492.5;542249.5
92.0;129.0;322.5;48032.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;182658.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;253920.0;198;0.0;0.0;35630.0;0;26400;4390.5;546640.0
92.5;129.0;322.5;48354.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;183828.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;253920.0;198;0.0;0.0;35630.0;0;26400;1492.5;548132.5
93.0;129.0;322.5;48677.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;185136.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;256680.0;198;2.0;1980.0;37610.0;0;26400;6370.5;554503.0
93.5;129.0;322.5;48999.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;186306.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;256680.0;198;0.0;0.0;37610.0;0;26400;1492.5;555995.5
94.0;129.0;322.5;49322.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;187614.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;259440.0;198;0.0;0.0;37610.0;0;26400;4390.5;560386.0
94.5;129.0;322.5;49644.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;188784.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;259440.0;198;0.0;0.0;37610.0;0;26400;1492.5;561878.5
95.0;129.0;322.5;49967.0;5.0;2;2.0;1.0;37;84;66;83;185.0;168;132.0;83.0;1704.0;190488.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;262200.0;207;0.0;0.0;37610.0;0;26400;4786.5;566665.0
95.5;129.0;322.5;50289.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;191658.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;262200.0;207;0.0;0.0;37610.0;0;26400;1492.5;568157.5
96.0;129.0;322.5;50612.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;192966.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;264960.0;207;2.0;2070.0;39680.0;0;26400;6460.5;574618.0
96.5;129.0;322.5;50934.5;6.0;2;0.0;0.0;37;84;66;83;222.0;168;0.0;0.0;1170.0;194136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;264960.0;207;0.0;0.0;39680.0;0;26400;1492.5;576110.5
97.0;129.0;322.5;51257.0;5.0;2;0.0;1.0;37;84;66;83;185.0;168;0.0;83.0;1308.0;195444.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;267720.0;207;0.0;0.0;39680.0;0;26400;4390.5;580501.0
97.5;129.0;322.5;51579.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;196632.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;267720.0;207;0.0;0.0;39680.0;0;26400;1510.5;582011.5
98.0;129.0;322.5;51902.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;197958.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;270480.0;207;0.0;0.0;39680.0;0;26400;4408.5;586420.0
98.5;129.0;322.5;52224.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;199146.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;270480.0;207;0.0;0.0;39680.0;0;26400;1510.5;587930.5
99.0;129.0;322.5;52547.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;200472.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;273240.0;207;2.0;2070.0;41750.0;0;26400;6478.5;594409.0
99.5;129.0;322.5;52869.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;201660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273240.0;207;0.0;0.0;41750.0;0;26400;1510.5;595919.5
100.0;129.0;322.5;53192.0;5.0;2;2.0;1.0;37;87;66;83;185.0;174;132.0;83.0;1722.0;203382.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;276000.0;216;0.0;0.0;41750.0;3300;29700;8104.5;604024.0
100.5;129.0;322.5;53514.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;204570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276000.0;216;0.0;0.0;41750.0;0;29700;1510.5;605534.5
101.0;129.0;322.5;53837.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;205896.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;278760.0;216;0.0;0.0;41750.0;0;29700;4408.5;609943.0
101.5;129.0;322.5;54159.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;207084.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;278760.0;216;0.0;0.0;41750.0;0;29700;1510.5;611453.5
102.0;129.0;322.5;54482.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;208410.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;281520.0;216;2.0;2160.0;43910.0;0;29700;6568.5;618022.0
102.5;129.0;322.5;54804.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;209598.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281520.0;216;0.0;0.0;43910.0;0;29700;1510.5;619532.5
103.0;129.0;322.5;55127.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;210924.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;284280.0;216;0.0;0.0;43910.0;0;29700;4408.5;623941.0
103.5;129.0;322.5;55449.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;212112.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;284280.0;216;0.0;0.0;43910.0;0;29700;1510.5;625451.5
104.0;129.0;322.5;55772.0;5.0;2;0.0;1.0;37;87;66;83;185.0;174;0.0;83.0;1326.0;213438.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;287040.0;216;0.0;0.0;43910.0;0;29700;4408.5;629860.0
104.5;129.0;322.5;56094.5;6.0;2;0.0;0.0;37;87;66;83;222.0;174;0.0;0.0;1188.0;214626.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287040.0;216;0.0;0.0;43910.0;0;29700;1510.5;631370.5
105.0;129.0;322.5;56417.0;5.0;2;2.0;1.0;37;90;66;83;185.0;180;132.0;83.0;1740.0;216366.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;289800.0;225;2.0;2250.0;46160.0;0;29700;7072.5;638443.0
105.5;129.0;322.5;56739.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;217572.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289800.0;225;0.0;0.0;46160.0;0;29700;1528.5;639971.5
106.0;129.0;322.5;57062.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;218916.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;292560.0;225;0.0;0.0;46160.0;0;29700;4426.5;644398.0
106.5;129.0;322.5;57384.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;220122.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;292560.0;225;0.0;0.0;46160.0;0;29700;1528.5;645926.5
107.0;129.0;322.5;57707.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;221466.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;295320.0;225;0.0;0.0;46160.0;0;29700;4426.5;650353.0
107.5;129.0;322.5;58029.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;222672.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;295320.0;225;0.0;0.0;46160.0;0;29700;1528.5;651881.5
108.0;129.0;322.5;58352.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;224016.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;298080.0;225;2.0;2250.0;48410.0;0;29700;6676.5;658558.0
108.5;129.0;322.5;58674.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;225222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;298080.0;225;0.0;0.0;48410.0;0;29700;1528.5;660086.5
109.0;129.0;322.5;58997.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;226566.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;300840.0;225;0.0;0.0;48410.0;0;29700;4426.5;664513.0
109.5;129.0;322.5;59319.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;227772.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300840.0;225;0.0;0.0;48410.0;0;29700;1528.5;666041.5
110.0;129.0;322.5;59642.0;5.0;2;2.0;1.0;37;90;66;83;185.0;180;132.0;83.0;1740.0;229512.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;303600.0;234;0.0;0.0;48410.0;3300;33000;8122.5;674164.0
110.5;129.0;322.5;59964.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;230718.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303600.0;234;0.0;0.0;48410.0;0;33000;1528.5;675692.5
111.0;129.0;322.5;60287.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;232062.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;306360.0;234;2.0;2340.0;50750.0;0;33000;6766.5;682459.0
111.5;129.0;322.5;60609.5;6.0;2;0.0;0.0;37;90;66;83;222.0;180;0.0;0.0;1206.0;233268.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;306360.0;234;0.0;0.0;50750.0;0;33000;1528.5;683987.5
112.0;139.0;347.5;60957.0;5.0;2;0.0;1.0;37;90;66;83;185.0;180;0.0;83.0;1344.0;234612.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;309120.0;234;0.0;0.0;50750.0;0;33000;4451.5;688439.0
112.5;139.0;347.5;61304.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;235836.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;309120.0;234;0.0;0.0;50750.0;0;33000;1571.5;690010.5
113.0;139.0;347.5;61652.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;237198.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;311880.0;234;0.0;0.0;50750.0;0;33000;4469.5;694480.0
113.5;139.0;347.5;61999.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;238422.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;311880.0;234;0.0;0.0;50750.0;0;33000;1571.5;696051.5
114.0;139.0;347.5;62347.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;239784.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;314640.0;234;2.0;2340.0;53090.0;0;33000;6809.5;702861.0
114.5;139.0;347.5;62694.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;241008.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;314640.0;234;0.0;0.0;53090.0;0;33000;1571.5;704432.5
115.0;139.0;347.5;63042.0;5.0;2;2.0;1.0;37;93;66;83;185.0;186;132.0;83.0;1758.0;242766.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;317400.0;243;0.0;0.0;53090.0;0;33000;4865.5;709298.0
115.5;139.0;347.5;63389.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;243990.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;317400.0;243;0.0;0.0;53090.0;0;33000;1571.5;710869.5
116.0;139.0;347.5;63737.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;245352.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;320160.0;243;0.0;0.0;53090.0;0;33000;4469.5;715339.0
116.5;139.0;347.5;64084.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;246576.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;320160.0;243;0.0;0.0;53090.0;0;33000;1571.5;716910.5
117.0;139.0;347.5;64432.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;247938.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;322920.0;243;2.0;2430.0;55520.0;0;33000;6899.5;723810.0
117.5;139.0;347.5;64779.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;249162.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;322920.0;243;0.0;0.0;55520.0;0;33000;1571.5;725381.5
118.0;139.0;347.5;65127.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;250524.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;325680.0;243;0.0;0.0;55520.0;0;33000;4469.5;729851.0
118.5;139.0;347.5;65474.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;251748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325680.0;243;0.0;0.0;55520.0;0;33000;1571.5;731422.5
119.0;139.0;347.5;65822.0;5.0;2;0.0;1.0;37;93;66;83;185.0;186;0.0;83.0;1362.0;253110.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;328440.0;243;0.0;0.0;55520.0;0;33000;4469.5;735892.0
119.5;139.0;347.5;66169.5;6.0;2;0.0;0.0;37;93;66;83;222.0;186;0.0;0.0;1224.0;254334.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328440.0;243;0.0;0.0;55520.0;0;33000;1571.5;737463.5
120.0;139.0;347.5;66517.0;5.0;2;2.0;1.0;37;96;66;83;185.0;192;132.0;83.0;1776.0;256110.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;331200.0;252;2.0;2520.0;58040.0;3300;36300;10703.5;748167.0
120.5;139.0;347.5;66864.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;257352.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;331200.0;252;0.0;0.0;58040.0;0;36300;1589.5;749756.5
121.0;139.0;347.5;67212.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;258732.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;333960.0;252;0.0;0.0;58040.0;0;36300;4487.5;754244.0
121.5;139.0;347.5;67559.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;259974.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;333960.0;252;0.0;0.0;58040.0;0;36300;1589.5;755833.5
122.0;139.0;347.5;67907.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;261354.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;336720.0;252;0.0;0.0;58040.0;0;36300;4487.5;760321.0
122.5;139.0;347.5;68254.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;262596.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;336720.0;252;0.0;0.0;58040.0;0;36300;1589.5;761910.5
123.0;139.0;347.5;68602.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;263976.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;339480.0;252;2.0;2520.0;60560.0;0;36300;7007.5;768918.0
123.5;139.0;347.5;68949.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;265218.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;339480.0;252;0.0;0.0;60560.0;0;36300;1589.5;770507.5
124.0;139.0;347.5;69297.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;266598.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;342240.0;252;0.0;0.0;60560.0;0;36300;4487.5;774995.0
124.5;139.0;347.5;69644.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;267840.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;342240.0;252;0.0;0.0;60560.0;0;36300;1589.5;776584.5
125.0;139.0;347.5;69992.0;5.0;2;2.0;1.0;37;96;66;83;185.0;192;132.0;83.0;1776.0;269616.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;345000.0;261;0.0;0.0;60560.0;0;36300;4883.5;781468.0
125.5;139.0;347.5;70339.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;270858.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;345000.0;261;0.0;0.0;60560.0;0;36300;1589.5;783057.5
126.0;139.0;347.5;70687.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;272238.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;347760.0;261;2.0;2610.0;63170.0;0;36300;7097.5;790155.0
126.5;139.0;347.5;71034.5;6.0;2;0.0;0.0;37;96;66;83;222.0;192;0.0;0.0;1242.0;273480.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;347760.0;261;0.0;0.0;63170.0;0;36300;1589.5;791744.5
127.0;139.0;347.5;71382.0;5.0;2;0.0;1.0;37;96;66;83;185.0;192;0.0;83.0;1380.0;274860.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;350520.0;261;0.0;0.0;63170.0;0;36300;4487.5;796232.0
127.5;139.0;347.5;71729.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;276120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;350520.0;261;0.0;0.0;63170.0;0;36300;1607.5;797839.5
128.0;139.0;347.5;72077.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;277518.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;353280.0;261;0.0;0.0;63170.0;0;36300;4505.5;802345.0
128.5;139.0;347.5;72424.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;278778.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;353280.0;261;0.0;0.0;63170.0;0;36300;1607.5;803952.5
129.0;139.0;347.5;72772.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;280176.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;356040.0;261;2.0;2610.0;65780.0;0;36300;7115.5;811068.0
129.5;139.0;347.5;73119.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;281436.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356040.0;261;0.0;0.0;65780.0;0;36300;1607.5;812675.5
130.0;139.0;347.5;73467.0;5.0;2;2.0;1.0;37;99;66;83;185.0;198;132.0;83.0;1794.0;283230.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;358800.0;270;0.0;0.0;65780.0;3300;39600;8201.5;820877.0
130.5;139.0;347.5;73814.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;284490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;358800.0;270;0.0;0.0;65780.0;0;39600;1607.5;822484.5
131.0;139.0;347.5;74162.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;285888.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;361560.0;270;0.0;0.0;65780.0;0;39600;4505.5;826990.0
131.5;139.0;347.5;74509.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;287148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361560.0;270;0.0;0.0;65780.0;0;39600;1607.5;828597.5
132.0;139.0;347.5;74857.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;288546.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;364320.0;270;2.0;2700.0;68480.0;0;39600;7205.5;835803.0
132.5;139.0;347.5;75204.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;289806.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;364320.0;270;0.0;0.0;68480.0;0;39600;1607.5;837410.5
133.0;139.0;347.5;75552.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;291204.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;367080.0;270;0.0;0.0;68480.0;0;39600;4505.5;841916.0
133.5;139.0;347.5;75899.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;292464.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;367080.0;270;0.0;0.0;68480.0;0;39600;1607.5;843523.5
134.0;139.0;347.5;76247.0;5.0;2;0.0;1.0;37;99;66;83;185.0;198;0.0;83.0;1398.0;293862.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;369840.0;270;0.0;0.0;68480.0;0;39600;4505.5;848029.0
134.5;139.0;347.5;76594.5;6.0;2;0.0;0.0;37;99;66;83;222.0;198;0.0;0.0;1260.0;295122.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;369840.0;270;0.0;0.0;68480.0;0;39600;1607.5;849636.5
